leaf_id,region_code,region,v1x,v1y,v2x,v2y,v3x,v3y,area,qv1x,qv1y,qv2x,qv2y,qv3x,qv3y
43,2,OUTSIDE,-96.5917,41.7418,-96.6605,41.7425,-96.656,41.7424,1.7349e-06,995099438,995998702,994278842,996013722,994332807,996011530
44,2,OUTSIDE,-96.5465,41.7417,-96.5467,41.7419,-96.5601,41.7421,1.53219e-06,995638753,995995827,995636826,996001302,995476502,996004189
45,2,OUTSIDE,-96.5465,41.7417,-96.5601,41.7421,-96.5694,41.7421,1.06107e-06,995638753,995995827,995476502,996004189,995365475,996006187
46,1,INSIDE,-96.5694,41.7421,-96.592,41.7423,-96.5711,41.742,1.18351e-06,995365475,996006187,995096000,996011039,995345427,996004048
47,2,OUTSIDE,-96.5694,41.7421,-96.5711,41.742,-96.5465,41.7417,1.39182e-06,995365475,996006187,995345427,996004048,995638753,995995827
48,2,OUTSIDE,-96.5842,41.7421,-96.5656,41.7418,-96.5465,41.7417,3.03574e-06,995189229,996005809,995410927,995997041,995638753,995995827
49,1,INSIDE,-96.9926,41.7725,-97.0143,41.7429,-97.0142,41.7429,1.02038e-06,990316683,996730919,990058463,996025574,990059285,996025570
50,1,INSIDE,-96.933,41.7427,-96.948,41.7441,-96.9483,41.7434,5.7418e-06,991028044,996020405,990849545,996053307,990844842,996035860
51,1,INSIDE,-96.933,41.7427,-96.9483,41.7434,-96.9485,41.743,2.8415e-06,991028044,996020405,990844842,996035860,990842515,996027226
52,1,INSIDE,-96.933,41.7427,-96.9137,41.7429,-96.9137,41.743,1.15045e-06,991028044,996020405,991257928,996024620,991258554,996027481
53,1,INSIDE,-96.8675,41.7426,-96.8467,41.7428,-96.8467,41.743,1.65597e-06,991809926,996016237,992057024,996021773,992057489,996025599
54,1,INSIDE,-96.8196,41.7424,-96.8466,41.7433,-96.8467,41.7431,2.56138e-06,992381028,996013193,992058472,996033693,992057927,996029206
55,2,OUTSIDE,-96.8467,41.7428,-96.8468,41.7425,-96.8366,41.7425,1.38709e-06,992056978,996021391,992056192,996014924,992178241,996014274
56,2,OUTSIDE,-96.8467,41.7428,-96.8366,41.7425,-96.8196,41.7424,2.30468e-06,992056978,996021391,992178241,996014274,992381028,996013193
57,2,OUTSIDE,-96.8196,41.7424,-96.8111,41.7424,-96.8041,41.7426,1.10398e-06,992381028,996013193,992482548,996012652,992565690,996018400
58,1,INSIDE,-96.7999,41.7424,-96.7906,41.7431,-96.8022,41.7426,2.02196e-06,992615574,996011943,992726389,996029510,992588876,996018098
59,2,OUTSIDE,-96.7999,41.7424,-96.8022,41.7426,-96.8079,41.7424,1.00121e-06,992615574,996011943,992588876,996018098,992520783,996012448
60,1,INSIDE,-96.7906,41.7431,-96.7999,41.7424,-96.7933,41.7424,2.50923e-06,992726389,996029510,992615574,996011943,992694251,996011523
61,1,INSIDE,-96.7906,41.7431,-96.7933,41.7424,-96.7907,41.7424,1.00181e-06,992726389,996029510,992694251,996011523,992725662,996011356
62,1,INSIDE,-96.8196,41.7426,-96.7906,41.7431,-96.7906,41.7432,1.02116e-06,992381281,996016285,992726389,996029510,992726456,996031197
63,1,INSIDE,-96.7907,41.7424,-96.7784,41.7426,-96.7783,41.7428,1.0848e-06,992725662,996011356,992872930,996016927,992873023,996021124
64,1,INSIDE,-96.7907,41.7424,-96.7783,41.7428,-96.7783,41.743,1.45835e-06,992725662,996011356,992873023,996021124,992873147,996026767
65,1,INSIDE,-96.7783,41.743,-96.7784,41.7426,-96.7714,41.7425,1.26552e-06,992873136,996026245,992872943,996017534,992955577,996013868
66,1,INSIDE,-96.7783,41.743,-96.7714,41.7425,-96.7634,41.7423,1.46695e-06,992873136,996026245,992955577,996013868,993051365,996009619
67,2,OUTSIDE,-96.5479,41.7939,-96.5567,41.7657,-96.5568,41.7651,1.70999e-06,995622690,997240667,995517210,996568841,995516519,996555209
68,2,OUTSIDE,-96.5554,42.0668,-96.5552,42.0792,-96.5554,42.085,1.40536e-06,995532800,1003752236,995534830,1004049877,995533071,1004186190
69,1,INSIDE,-96.7488,41.7435,-96.7634,41.7423,-96.7573,41.7424,2.50205e-06,993225377,996038413,993051365,996009619,993124148,996013477
70,1,INSIDE,-96.7488,41.7435,-96.7573,41.7424,-96.7488,41.7427,3.49564e-06,993225377,996038413,993124148,996013477,993225834,996018865
71,2,OUTSIDE,-96.7208,41.7426,-96.7488,41.7423,-96.7322,41.7423,1.59798e-06,993559973,996016393,993226033,996010363,993423444,996011203
72,1,INSIDE,-96.7208,41.7426,-96.7322,41.7423,-96.7207,41.7424,1.10774e-06,993559973,996016393,993423444,996011203,993560291,996011786
73,1,INSIDE,-96.6751,41.7426,-96.6983,41.7423,-96.6863,41.7423,1.65779e-06,994105212,996016937,993828294,996009177,993971630,996009785
74,1,INSIDE,-96.6751,41.7426,-96.6863,41.7423,-96.675,41.7423,1.5559e-06,994105212,996016937,993971630,996009785,994106157,996010356
75,1,INSIDE,-96.6752,41.7431,-96.6104,41.742,-96.6104,41.7421,1.10998e-06,994103514,996028766,994876431,996003655,994876226,996004479
76,1,INSIDE,-96.6752,41.7431,-96.6104,41.7421,-96.6105,41.7421,1.71968e-06,994103514,996028766,994876226,996004479,994875909,996005756
77,1,INSIDE,-96.6104,41.742,-96.6752,41.7429,-96.6751,41.7429,2.7859e-06,994876431,996003655,994104006,996025341,994104302,996023279
78,1,INSIDE,-96.6104,41.742,-96.6751,41.7429,-96.6751,41.7428,2.05914e-06,994876431,996003655,994104302,996023279,994104521,996021755
79,1,INSIDE,-96.6104,41.742,-96.6751,41.7428,-96.6751,41.7427,1.29665e-06,994876431,996003655,994104521,996021755,994104658,996020795
80,2,OUTSIDE,-96.5919,41.7422,-96.6044,41.742,-96.5979,41.7419,1.19954e-06,995096956,996007610,994948556,996002053,995025694,996000339
81,2,OUTSIDE,-96.5919,41.7422,-96.5979,41.7419,-96.5917,41.7418,1.14676e-06,995096956,996007610,995025694,996000339,995099438,995998702
82,2,OUTSIDE,-96.6751,41.7427,-96.6749,41.742,-96.6705,41.742,1.56021e-06,994104658,996020795,994107070,996003992,994159974,996003710
83,2,OUTSIDE,-96.6751,41.7427,-96.6705,41.742,-96.6653,41.742,1.82604e-06,994104658,996020795,994159974,996003710,994221891,996003380
84,2,OUTSIDE,-96.6751,41.7427,-96.6653,41.742,-96.6611,41.742,1.46864e-06,994104658,996020795,994221891,996003380,994271690,996003114
85,2,OUTSIDE,-96.6751,41.7427,-96.6513,41.742,-96.6477,41.742,1.24281e-06,994104658,996020795,994389005,996002489,994431146,996002264
86,2,OUTSIDE,-96.6751,41.7427,-96.6477,41.742,-96.6438,41.742,1.39197e-06,994104658,996020795,994431146,996002264,994478345,996002013
87,1,INSIDE,-96.6352,41.7419,-96.6751,41.7427,-96.6586,41.7423,1.58676e-06,994580609,996001467,994104658,996020795,994301264,996010913
88,2,OUTSIDE,-96.6352,41.7419,-96.6586,41.7423,-96.6438,41.742,1.42918e-06,994580609,996001467,994301264,996010913,994478345,996002013
89,1,INSIDE,-96.6751,41.7427,-96.6668,41.7426,-96.6246,41.7422,1.79146e-06,994104658,996020795,994203878,996016766,994706852,996006621
90,1,INSIDE,-96.6751,41.7427,-96.6246,41.7422,-96.5917,41.7418,1.39829e-06,994104658,996020795,994706852,996006621,995099438,995998702
91,1,INSIDE,-96.5917,41.7418,-96.6668,41.7426,-96.6639,41.7425,1.12026e-06,995099438,995998702,994203878,996016766,994238724,996015351
92,1,INSIDE,-96.5917,41.7418,-96.6639,41.7425,-96.6605,41.7425,1.28973e-06,995099438,995998702,994238724,996015351,994278842,996013722
93,2,OUTSIDE,-96.656,41.7424,-96.6352,41.7419,-96.6244,41.7419,1.98149e-06,994332807,996011530,994580609,996001467,994709656,996000779
94,2,OUTSIDE,-96.5842,41.7421,-96.5749,41.7418,-96.5656,41.7418,1.46944e-06,995189229,996005809,995300649,995997629,995410927,995997041
95,2,OUTSIDE,-97.0217,41.743,-97.0188,41.7588,-97.019,41.7585,1.65283e-06,989969571,996026048,990004655,996403891,990001385,996395496
96,2,OUTSIDE,-97.0217,41.743,-97.019,41.7585,-97.0192,41.7582,1.21029e-06,989969571,996026048,990001385,996395496,989998990,996389349
97,2,OUTSIDE,-97.0192,41.7582,-97.0221,41.743,-97.0217,41.743,2.81993e-06,989998990,996389349,989965154,996026071,989969571,996026048
98,1,INSIDE,-96.9926,41.7725,-97.0199,41.743,-97.0191,41.743,1.23564e-05,990316683,996730919,989990855,996025934,990000809,996025881
99,1,INSIDE,-96.9926,41.7725,-97.0171,41.743,-97.017,41.743,1.99598e-06,990316683,996730919,990024132,996025757,990025740,996025748
100,1,INSIDE,-96.9926,41.7725,-97.017,41.743,-97.0166,41.743,6.36707e-06,990316683,996730919,990025740,996025748,990030869,996025721
101,1,INSIDE,-96.9926,41.7725,-97.0166,41.743,-97.0143,41.7429,3.42519e-05,990316683,996730919,990030869,996025721,990058463,996025574
102,1,INSIDE,-97.0217,41.743,-96.9651,41.8103,-96.9607,41.8162,2.24475e-05,989969571,996026048,990645304,997631440,990697188,997773620
103,1,INSIDE,-97.0217,41.743,-96.9607,41.8162,-96.9549,41.8242,2.99249e-05,989969571,996026048,990697188,997773620,990766356,997963161
104,1,INSIDE,-97.0217,41.743,-96.8656,41.9466,-96.8617,41.9519,2.01468e-05,989969571,996026048,991832480,1000884670,991879047,1001012277
105,1,INSIDE,-96.7631,42.087,-97.0142,41.7429,-97.0142,41.7429,3.09634e-06,993054823,1004234264,990059285,996025570,990059500,996025568
106,1,INSIDE,-96.7631,42.087,-97.0142,41.7429,-97.0141,41.7429,2.02517e-05,993054823,1004234264,990059500,996025568,990060901,996025561
107,1,INSIDE,-96.7631,42.087,-97.0141,41.7429,-97.0137,41.7429,5.89559e-05,993054823,1004234264,990060901,996025561,990064983,996025539
108,1,INSIDE,-96.7631,42.087,-97.0137,41.7429,-97.0136,41.7429,2.70071e-05,993054823,1004234264,990064983,996025539,990066852,996025529
109,1,INSIDE,-96.7631,42.087,-97.0136,41.7429,-97.0132,41.7429,6.48046e-05,993054823,1004234264,990066852,996025529,990071338,996025505
110,1,INSIDE,-96.7631,42.087,-97.0132,41.7429,-97.0131,41.7429,1.85782e-05,993054823,1004234264,990071338,996025505,990072624,996025498
111,1,INSIDE,-96.7631,42.087,-97.0131,41.7429,-97.0061,41.7429,0.00120753,993054823,1004234264,990072624,996025498,990156214,996025053
112,1,INSIDE,-96.7631,42.087,-97.0061,41.7429,-97.006,41.7429,5.16068e-06,993054823,1004234264,990156214,996025053,990156572,996025051
113,1,INSIDE,-96.7631,42.087,-97.006,41.7429,-97.006,41.7429,9.11721e-06,993054823,1004234264,990156572,996025051,990157203,996025048
114,1,INSIDE,-96.7631,42.087,-97.006,41.7429,-97.0055,41.7429,8.05774e-05,993054823,1004234264,990157203,996025048,990162781,996025018
115,1,INSIDE,-96.7631,42.087,-97.0055,41.7429,-97.0054,41.7429,1.93878e-05,993054823,1004234264,990162781,996025018,990164123,996025011
116,1,INSIDE,-96.7631,42.087,-97.0054,41.7429,-97.0053,41.7429,2.21718e-05,993054823,1004234264,990164123,996025011,990165657,996025003
117,1,INSIDE,-96.7631,42.087,-97.0053,41.7429,-97.0043,41.7429,0.000174293,993054823,1004234264,990165657,996025003,990177723,996024938
118,1,INSIDE,-96.7631,42.087,-97.0043,41.7429,-97.004,41.7429,4.54874e-05,993054823,1004234264,990177723,996024938,990180872,996024921
119,1,INSIDE,-96.7631,42.087,-97.004,41.7429,-97.0036,41.7429,7.15852e-05,993054823,1004234264,990180872,996024921,990185827,996024895
120,1,INSIDE,-96.7631,42.087,-97.0028,41.7429,-97.0027,41.7429,1.2439e-05,993054823,1004234264,990195396,996024844,990196257,996024839
121,1,INSIDE,-96.7631,42.087,-97.0027,41.7429,-97.0023,41.7429,7.02299e-05,993054823,1004234264,990196257,996024839,990201119,996024813
122,1,INSIDE,-96.7631,42.087,-97.0023,41.7429,-97.0022,41.7429,1.32997e-05,993054823,1004234264,990201119,996024813,990202039,996024809
123,1,INSIDE,-96.7631,42.087,-97.0022,41.7429,-97.002,41.7429,4.01912e-05,993054823,1004234264,990202039,996024809,990204821,996024794
124,1,INSIDE,-96.7631,42.087,-97.002,41.7429,-97.0017,41.7429,5.22878e-05,993054823,1004234264,990204821,996024794,990208441,996024774
125,1,INSIDE,-96.7631,42.087,-97.0017,41.7429,-97.001,41.7429,0.000111342,993054823,1004234264,990208441,996024774,990216149,996024733
126,1,INSIDE,-96.7631,42.087,-97.001,41.7429,-97.0008,41.7429,3.62373e-05,993054823,1004234264,990216149,996024733,990218657,996024720
127,1,INSIDE,-96.7631,42.087,-97.0005,41.7429,-97.0003,41.7429,3.41859e-05,993054823,1004234264,990222114,996024702,990224480,996024689
128,1,INSIDE,-96.7631,42.087,-97.0003,41.7429,-96.9994,41.7429,0.000168121,993054823,1004234264,990224480,996024689,990236118,996024627
129,1,INSIDE,-96.7631,42.087,-96.9994,41.7429,-96.9983,41.7429,0.000181205,993054823,1004234264,990236118,996024627,990248662,996024560
130,1,INSIDE,-96.7631,42.087,-96.9983,41.7429,-96.9978,41.7429,8.92627e-05,993054823,1004234264,990248662,996024560,990254841,996024527
131,1,INSIDE,-96.7631,42.087,-96.9978,41.7429,-96.9976,41.7429,3.66569e-05,993054823,1004234264,990254841,996024527,990257379,996024514
132,1,INSIDE,-96.7631,42.087,-96.9976,41.7429,-96.9962,41.7429,0.000246799,993054823,1004234264,990257379,996024514,990274463,996024423
133,1,INSIDE,-96.7631,42.087,-96.9962,41.7429,-96.9955,41.7429,0.000113781,993054823,1004234264,990274463,996024423,990282339,996024381
134,1,INSIDE,-96.7631,42.087,-96.9955,41.7429,-96.995,41.7429,8.28549e-05,993054823,1004234264,990282339,996024381,990288075,996024350
135,1,INSIDE,-96.9484,41.7433,-96.995,41.7429,-96.9848,41.7429,1.25914e-06,990844395,996034200,990288075,996024350,990410296,996025225
136,1,INSIDE,-96.9484,41.7433,-96.9848,41.7429,-96.9485,41.7431,4.45583e-06,990844395,996034200,990410296,996025225,990842811,996028324
137,1,INSIDE,-96.9482,41.7437,-96.995,41.7429,-96.9885,41.743,1.17023e-06,990846716,996042812,990288075,996024350,990365819,996025727
138,1,INSIDE,-96.9482,41.7437,-96.9885,41.743,-96.9484,41.7433,7.20372e-06,990846716,996042812,990365819,996025727,990844395,996034200
139,1,INSIDE,-96.995,41.7429,-96.9482,41.7437,-96.948,41.7439,6.25374e-06,990288075,996024350,990846716,996042812,990848450,996049242
140,1,INSIDE,-96.995,41.7429,-96.948,41.7439,-96.9477,41.7446,1.50759e-05,990288075,996024350,990848450,996049242,990852629,996064745
141,1,INSIDE,-96.933,41.7427,-96.9442,41.7511,-96.9465,41.7468,3.33023e-05,991028044,996020405,990894267,996219211,990866989,996118017
142,1,INSIDE,-96.933,41.7427,-96.9465,41.7468,-96.947,41.7459,7.28868e-06,991028044,996020405,990866989,996118017,990861019,996095869
143,1,INSIDE,-96.933,41.7427,-96.947,41.7459,-96.948,41.7441,1.40068e-05,991028044,996020405,990861019,996095869,990849545,996053307
144,1,INSIDE,-96.933,41.7427,-96.9137,41.743,-96.9136,41.7431,1.08671e-06,991028044,996020405,991258554,996027481,991259145,996030183
145,1,INSIDE,-96.933,41.7427,-96.9136,41.7431,-96.9136,41.7432,1.02565e-06,991028044,996020405,991259145,996030183,991259704,996032734
146,1,INSIDE,-96.9132,41.7441,-96.933,41.7427,-96.9298,41.7428,1.38642e-06,991264334,996053887,991028044,996020405,991065799,996022415
147,1,INSIDE,-96.9132,41.7441,-96.9298,41.7428,-96.9136,41.7432,7.12046e-06,991264334,996053887,991065799,996022415,991259704,996032734
148,1,INSIDE,-96.8674,41.7427,-96.9134,41.7436,-96.9137,41.743,1.23986e-05,991810432,996019575,991261331,996040166,991258540,996027415
149,1,INSIDE,-96.8674,41.7427,-96.9137,41.743,-96.9137,41.7429,1.91763e-06,991810432,996019575,991258540,996027415,991258108,996025443
150,1,INSIDE,-96.8675,41.7426,-96.8467,41.743,-96.8466,41.7432,2.60199e-06,991809926,996016237,992057489,996025599,992058219,996031610
151,1,INSIDE,-96.8675,41.7426,-96.8466,41.7432,-96.8466,41.7435,2.62618e-06,991809926,996016237,992058219,996031610,992058957,996037678
152,1,INSIDE,-96.8675,41.7426,-96.8466,41.7435,-96.8465,41.7438,3.35303e-06,991809926,996016237,992058957,996037678,992059898,996045425
153,1,INSIDE,-96.8675,41.7426,-96.8463,41.7448,-96.8462,41.7451,3.8907e-06,991809926,996016237,992062740,996068819,992063832,996077808
154,1,INSIDE,-96.8453,41.7488,-96.8466,41.7433,-96.8254,41.7426,5.85218e-05,992074322,996164148,992058472,996033693,992311921,996017585
155,1,INSIDE,-96.8453,41.7488,-96.8254,41.7426,-96.8196,41.7424,1.59569e-05,992074322,996164148,992311921,996017585,992381028,996013193
156,1,INSIDE,-96.8467,41.7431,-96.8467,41.7429,-96.8297,41.7426,1.99692e-06,992057927,996029206,992057249,996023625,992260177,996017087
157,1,INSIDE,-96.8467,41.7431,-96.8297,41.7426,-96.8196,41.7424,1.18925e-06,992057927,996029206,992260177,996017087,992381028,996013193
158,1,INSIDE,-96.7906,41.7431,-96.8196,41.7424,-96.8119,41.7425,1.06074e-06,992726389,996029510,992381028,996013193,992472825,996015781
159,1,INSIDE,-96.7906,41.7431,-96.8119,41.7425,-96.8041,41.7426,1.07308e-06,992726389,996029510,992472825,996015781,992565690,996018400
160,1,INSIDE,-96.8196,41.7426,-96.7906,41.7432,-96.7906,41.7433,2.16441e-06,992381281,996016285,992726456,996031197,992726600,996034773
161,1,INSIDE,-96.8196,41.7426,-96.7905,41.7443,-96.7905,41.7445,1.73227e-06,992381281,996016285,992727568,996058966,992727683,996061828
162,1,INSIDE,-96.8196,41.7426,-96.7905,41.7445,-96.7905,41.7451,9.65724e-06,992381281,996016285,992727683,996061828,992728321,996077785
163,1,INSIDE,-96.7782,41.745,-96.7907,41.7424,-96.7876,41.7425,3.02549e-06,992874195,996074083,992725662,996011356,992762152,996015169
164,1,INSIDE,-96.7782,41.745,-96.7876,41.7425,-96.7783,41.743,9.20308e-06,992874195,996074083,992762152,996015169,992873147,996026767
165,1,INSIDE,-96.9809,42.0906,-96.9533,42.0903,-96.9533,42.0904,1.76374e-06,990456387,1004321769,990785275,1004313763,990785313,1004316816
166,1,INSIDE,-96.9809,42.0906,-96.9533,42.0904,-96.9533,42.0905,1.10479e-06,990456387,1004321769,990785313,1004316816,990785338,1004318728
167,2,OUTSIDE,-96.9809,42.0906,-96.9533,42.0905,-96.9533,42.0907,2.3716e-06,990456387,1004321769,990785338,1004318728,990785389,1004322832
168,2,OUTSIDE,-96.9809,42.0906,-97.0194,42.0906,-97.0193,42.0905,1.65479e-06,990456387,1004321769,989997609,1004320287,989997848,1004318234
169,1,INSIDE,-96.9809,42.0906,-97.0193,42.0905,-97.0193,42.0904,1.09074e-06,990456387,1004321769,989997848,1004318234,989998005,1004316881
170,1,INSIDE,-97.0192,42.0786,-97.0194,42.0906,-97.0195,42.0868,1.15012e-06,990000026,1004034751,989997609,1004320287,989996082,1004229758
171,1,INSIDE,-97.0192,42.0196,-97.0196,42.0146,-97.0182,42.0164,3.13577e-06,989999334,1002626439,989995258,1002506376,990011608,1002549970
172,2,OUTSIDE,-97.022,42.0113,-97.0192,42.0196,-97.0194,42.0202,1.713e-06,989965680,1002427515,989999334,1002626439,989996948,1002641310
173,1,INSIDE,-97.0175,41.9984,-97.0203,41.9516,-97.0202,41.9514,2.66827e-06,990019735,1002120477,989986857,1001004625,989988079,1000999891
174,2,OUTSIDE,-97.0175,41.9984,-97.0228,41.9877,-97.0229,41.987,1.78264e-06,990019735,1002120477,989956221,1001866736,989955932,1001849601
175,2,OUTSIDE,-97.0238,41.9585,-97.018,41.9399,-97.0179,41.9403,2.09416e-06,989944450,1001168925,990013656,1000724711,990014830,1000734404
176,2,OUTSIDE,-97.0274,41.8524,-97.0193,41.8502,-97.0195,41.8509,2.42809e-06,989901740,998637042,989998428,998585839,989995426,998601726
177,1,INSIDE,-97.0193,41.8502,-97.0186,41.8501,-97.021,41.8558,1.68487e-06,989998428,998585839,990006287,998581677,989978412,998718503
178,2,OUTSIDE,-97.0193,41.8502,-97.021,41.8558,-97.0268,41.8701,4.20335e-06,989998428,998585839,989978412,998718503,989908872,999059851
179,1,INSIDE,-97.0136,41.7655,-97.0196,41.8303,-97.0198,41.8303,7.28326e-06,990066451,996562534,989994596,998109757,989991934,998109383
180,2,OUTSIDE,-96.9042,42.1471,-96.8625,42.0737,-96.8625,42.0738,3.421e-06,991371655,1005668648,991869000,1003916445,991869026,1003920270
181,2,OUTSIDE,-96.9042,42.1471,-96.8623,42.0879,-96.8623,42.0889,2.22113e-05,991371655,1005668648,991871306,1004256377,991871475,1004281210
182,2,OUTSIDE,-96.9042,42.1471,-96.8623,42.0889,-96.8623,42.0897,1.56947e-05,991371655,1005668648,991871475,1004281210,991871594,1004298757
183,1,INSIDE,-96.9598,41.8345,-96.9005,42.1298,-96.9006,42.1299,2.21518e-06,990708181,998209978,991415132,1005257337,991415040,1005258206
184,1,INSIDE,-96.9598,41.8345,-96.9026,42.1396,-96.9026,42.1397,3.93351e-06,990708181,998209978,991390453,1005490811,991390290,1005492354
